AU,HospitalName,CircuitType,OOBPhone,OrderGroup,CircuitID,CircuitIDLEC,IPCSR,RouterPort,PrimaryIPAddress,SecondaryIPAddress,Notes
1127,VCA Animal Emergency Critical Care,"Configure/VeloCloud SD-WAN w/4G (Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,10.58.4.1,,
1128,VCA Veterinary Radiology Associates,Legacy Internet,,,,,,,,,
1129,VCA Animal Specialty Group,"Configure/VeloCloud SD-WAN w/4G (AT&T ADI 100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,10.2.2.253,,"10.58.8.0/24
VSAN 10.58.9.0/24",,"Multi-VLAN / VSAN
Aruba Network"
1131,VCA Premier Animal Hospital and Pet Resort,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary AT&T ADI 50M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy support Call 866-364-4357 Customer# 274441 / Site ID H0620123433)",,Velocloud / Pomeroy,,,,,"10.58.12.1
Voice VLAN 400 - 10.58.13.1",,
1132,VCA Hometown Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (SuddenLink 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620123429)",,Velocloud / Pomeroy,,,,,"10.58.14.1
Voice VLAN 400 : 10.58.15.0/24",,
1133,VCA Farmingville Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Optimum 101M/35M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620103132)",,Velocloud / Pomeroy,,,,,10.58.16.1,,
1134,VCA Allendale Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/7M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,,,10.58.18.1,,
1135,VCA Brighton Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,,,"10.58.20.1
Voice VLAN 400 - 10.58.21.0/24",,
1136,VCA River Road Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 75M/15M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,,,10.58.22.1,,"January 2021: Hospital Renamed, November 2020 - Hospital merged into AU1180"
1137 Closed / Merged into AU1136,VCA Battle Creek Veterinary Services - Hospital Closed / Merged into AU1136 VCA Iris 4/30/2019,Hospital Closed - Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,999,,,,,10.58.24.1,,
1140,VCA Sandy Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Frontier Fiber 20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,"10.58.30.1
Voice VLAN 400 10.58.31.0/24",,
1141,VCA Milwaukee Emergency Center for Animals,"Configure/VeloCloud SD-WAN w/4G with VC 540 (Spectrum 300M/20M, Secondary legacy Spectrum Fiber 50M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.58.32.1
Voice VLAN 400 - 10.58.33.0/24",,"Legacy Spectrum Fiber Internet in use for legacy cameras, phones"
1142,VCA California Veterinary Specialists-Carlsbad,"Configure/VeloCloud SD-WAN w/4G (Legacy Internet supported by CVS / Dean Price) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for VCA, phone system, etc.)",,Velocloud,,,10.2.3.28,,"10.58.34.0/24
Voice VLAN 400: 10.58.35.0/24",,"Aruba Switch
Legacy internet is being used, supported by CVS / Dean Price"
1143,VCA California Veterinary Specialists-Murrieta,Legacy Internet,,,,,,,,,
1144,VCA California Veterinary Specialists-Ontario,"Configure/VeloCloud SD-WAN w/4G (CVS IT managed - Frontier FIOS 300M/300M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use as primary internet)",,Velocloud,,,10.2.3.25,,10.58.38.0/24,,"Aruba Network
Frontier FIOS managed by CVS IT team"
1145,VCA Half Moon Bay Animal Hospital,"Configure/VeloCloud SD-WAN w/Backup (Comcast 150M/20M with AT&T DSL 12M/1M secondary) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,"10.58.40.1
Voice VLAN 400 - 10.58.41.0/24",,
1146,VCA Pines West Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.42.1,,
1147,VCA Arbor Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620123434)",,Velocloud / Pomeroy,,,,,10.58.44.1,,
1150,VCA Coral Animal Hospital,"Configure/VeloCloud SD-WAN VC 620 w/4G (Comcast 150M/20M, AT&T IP Flex 20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,,,"10.58.50.1
Voice VLAN 400 - 10.58.51.0/24",,"ROD/HM wants to use Local IT Support company - Team Logic
Hospital has Two Buildings (Main and Catnap)
Voice VLAN 400 - 10.58.47.0/24"
1151,VCA Sanibel Animal Hospital,"Configure/VeloCloud SD-WAN (Comcast 150M/20M, Secondary AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,,,"10.58.52.1
Voice VLAN 400 - 10.58.53.0/24",,"No NS / Server in hospital, NS in Mesa
Voice VLAN 400 - 10.58.49.0/24"
1152,VCA Willow Mill Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 75M/15M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620123430)",,Velocloud / Pomeroy,,,,,10.58.54.1,,
1153,VCA Gettysburg Road Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620123431)",,Velocloud / Pomeroy,,,,,"10.58.56.1
Voice VLAN 400 - 10.58.57.0/24",,Voice VLAN 400 - 10.58.57.0/24
1154,VCA Century Veterinary Group,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary GTT DSL 8M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,,,10.58.32.1,,
1155 - Closed/Merged into AU346 VCA 80 Dodge,Miracle Mile -  Closed/Merged into AU346 VCA 80 Dodge,Legacy Internet,,999,,,,,,,
1156,VCA Oshtemo Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary Uverse 18M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,,,10.58.63.1,,
1157,VCA Champions Northwest Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy support Call 866-364-4357 Customer# 274441 / Site ID H0620123850)",,Velocloud / Pomeroy,,,,,10.58.64.1,,
1158,VCA Jones Road Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620123852)",,Velocloud / Pomeroy,,,,,10.58.66.1,,
1159,VCA Lakota Hills Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,10.58.68.1,,
1160,VCA Katy Trail Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.70.1,,
1161,VCA Pacific Veterinary Center,"Configure/VeloCloud SD-WAN w/4G (AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,MLEC518911 ATI,45KEGS080123FTNC,10.2.3.11,,10.58.72.1,,Aruba Network
1162,VCA Willow Creek Pet Center,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,"10.58.74.1
Vlan 180  - H1162-Mgmt : 10.3.91.0/26   VC Mgmt IP : 10.3.91.1  VC IP  : 10.3.91.2
Vlan 181 ? H1162-VSAN    10.3.91.0/24    VC Mgmt IP:10.3.91.65 VC IP : 10.3.91.80
Vlan 183 ? H1162-vMotion 10.3.91.112/28  VC Mgmt: 10.3.91.113  VC IP : 10.3.91.120
Vlan 184 -H1162-SERVER    10.3.91.128/27   VC Mgmt: 10.3.91.129  VC IP : 10.3.91.140",,Multi-VLAN / VSAN
1163,VCA Forney Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (SuddenLink 100M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,10.58.76.1,,
1164,VCA Elgin Family Pet Center,"Configure/VeloCloud SD-WAN (Rise Wireless 25M, Secondary SBC DSL 5M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet still in use)",,Velocloud,,,,,10.58.78.1,,
1165,VCA Swartz Creek Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary Lennon Cable 15M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,"10.58.80.1
Voice VLAN 400 - 10.58.81.0/24",,"NEC SIP
Voice VLAN 400 - 10.58.81.0/24"
1167,VCA Ridge Road Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/7M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,10.58.84.1,,
1168,VCA Animal Care Clinic,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.58.86.1,,
1169,VCA All Pets Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,"10.58.88.1
Voice VLAN 400 - 10.58.89.0 /24",,Voice VLAN 400 - 10.58.89.0 /24
1171,VCA TLC Pasadena Veterinary Specialty and Emergency,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.53,,"VLAN 200 - 10.58.92.0/24 
VLAN 400 - 10.58.93.0/24",,Aruba Network
1172,VCA PetMed Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.94.1,,
1173,VCA Shelden Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary AT&T DSL 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,"10.58.96.1
Voice VLAN 400: 10.58.97.0/24",,
1174,VCA Anderson Mill Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (AT&T DSL 45M/6M, Secondary GTT 12M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,10.58.98.1,,
1176,VCA Gateway Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,10.58.102.1,,
1177,VCA Russell Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.104.1,,
1178,VCA Callfield Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,10.58.106.1,,
1179,VCA Gentle Vets Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary Hawaiian Telecom 10M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,10.58.108.1,,
1180,VCA Keizer Veterinary Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,"10.58.110.1
Voice VLAN 400: 10.58.111.0/24",,
1181,VCA Fairfield Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,10.58.112.1,,
1182,VCA Panther Lake Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary CenturyLink 12M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,"10.58.114.1
Voice VLAN 400 - 10.58.115.0/24",,
1183,VCA Veterinary Emergency Service & Veterinary Specialty Center - Middleton,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary Legacy Spectrum Fiber 100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet still in use)",,Velocloud,,,10.2.3.58,,"VLAN 200 - 10.58.116.0/24
Voice VLAN 400 - 10.58.117.0/24
VLAN 180 - 10.58.117.0/24",,"NS Server is shared with AU1184 and AU1185
Multi-VLAN / VSAN hospital
Legacy Spectrum Fiber supported by local IT company MadCityTechs - 47.44.93.100 with /28 subnet mask  GW:47.44.93.97
There is a small switch used to break out the fiber before the Data router and the Phone router
Direct VC/VPN connection with AU1183/AU1184/AU1185"
1184,VCA Veterinary Emergency Service & Veterinary Specialty Center - Madison,"Configure/VeloCloud SD-WAN w/4G with VC 540 (AT&T DSL 100M/20M, Secondary Legacy AT&T Fiber 100M and Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,10.2.3.57,,"VLAN 200 - 10.58.118.0/24
Voice VLAN 400 - 10.58.119.0/24",,"Legacy AT&T Fiber - supported by local IT company MadCityTechs -  12.144.35.100 with /29 subnet mask ? GW: 12.144.35.97
There is an Edgewater routing device on site with spare lan ports on the back, this is the same device our WatchGuard device is plugged into
Direct VC/VPN connection with AU1183/AU1184/AU1185"
1185,VCA Veterinary Emergency Service - Janesville,"Configure/VeloCloud SD-WAN w/4G (Legacy AT&T Fiber 100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet still in use)",,Velocloud,,,10.2.3.64,,"VLAN 200 - 10.58.120.0/24
Voice VLAN 400 - 10.58.121.0/24",,"Legacy AT&T Fiber - supported by local IT company MadCityTechs -  Janesville AU1185 AT&T Fiber ? 12.144.35.92 with /29 subnet mask ? GW: 12.144.35.89
There is an Edgewater routing device on site with spare lan ports on the back, this is the same device our WatchGuard device is plugged into, any available lan port should serve your purpose
Direct VC/VPN connection with AU1183/AU1184/AU1185"
1186,VCA Five Points Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for security system)",,VeloCloud,,,,,10.58.122.1,,
1187,VCA Kootenai Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,,,"VLAN 200 - 10.58.124.1
Voice VLAN 400 - 10.58.125.0/24",,Aruba Network
1188,VCA North Plano Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.10,,10.58.126.1,,Aruba Network
1189,VCA Larkfield Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.128.1,,
1190,VCA North Country Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet disconnected - Hughes Satellite service)",,Velocloud,,,10.2.2.251,,10.58.130.1,,"Aruba Network
VC 540
3/6/2019 Hospital moved to VCA internet due to legacy internet issues
Legacy Network - 1190 Legacy VLAN"
1191,VCA Creekside Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,,"10.58.132.1
Voice VLAN 400: 10.58.133.0/24",,
1192,VCA Magnolia by the Gulf Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Mediacom 105M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.16,,10.58.134.1,,Aruba Network
1193,"VCA Westside Animal Hospital (Pearland, TX)","Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 18M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.136.1,,"Aruba Network
Direct VC/VPN connection with AU1194"
1194,"VCA Westside Animal Clinic  (Pearland, TX)","Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 18M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.138.1,,"Aruba Network
Direct VC/VPN connection with AU1193"
1196,VCA Chiquita Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary CenturyLink DSL 18M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,Velocloud,,,,,"10.58.142.1
Voice VLAN 400 10.58.143.0/24",,Voice VLAN 400 10.58.143.0/24
1197,VCA Camino Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary Frontier FIOS 50M/50M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,"10.58.144.1
Voice VLAN 400 - 10.58.145.0/24",,Voice VLAN 400 - 10.58.145.0/24
1198,VCA Colonial Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.60,,10.58.146.1,,Multi-VLAN VSAN
1199,VCA Lloyd Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary Verizon FIOS 150M/150M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.148.1,,Aruba Network
1200,VCA Vitality Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.33,,10.58.150.1,,
1201,VCA SylvaniaVET Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Buckeye Cable 100M/10M, Secondary Frontier DSL 10M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.37,,10.58.152.0/24,,Aruba Network
1202,VCA Lake Wales Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.27,,"10.58.154.1
Voice VLAN 400: 10.58.155.0/24",,"Aruba Network
H1202 sw1 Building a 10.58.154.254
H1202 sw2 Building b 10.58.154.253"
1203,VCA Texas Corners Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary CTS 200M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,Velocloud,,,10.2.3.30,,10.58.156.1,,
1204 Closed,VCA Laguna Grove Veterinary Hospital - Closed / Merged with VCA Crown Valley AU1005 7/1/2019,Closed / Merged with VCA Crown Valley AU1005 7/1/2019,,,,,,,,,
1205,VCA Tamalpais Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Primary AT&T ADI 50M, Secondary AT&T DSL 18M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.61,,10.58.160.0/24,,
1206,VCA Animal Hospital of Cotati,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 3M/512K) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.40,,10.58.162.0/24,,Aruba Network
1207,VCA Northwood Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,Velocloud,,,10.2.3.26,,10.58.164.0/24,,Aruba Network
1208,VCA Calvert Veterinary Center,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,Velocloud,,,10.2.3.63,,"VLAN 200 - 10.58.166.0/24
Voice VLAN 400 - 10.58.167.0/24",,
1209,VCA Westbury Animal Hospital and Pet Care Center,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.168.0/24,,Aruba Network
1210,VCA Portsmouth Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Verizon FIOS 75M/75M, Secondary Cox 200M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.54,,10.58.170.0/24,,
1211,VCA Four Seasons Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary On Order) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,10.58.172.0/24,,
1212,VCA Hermosa Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Frontier FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.50,,10.58.174.0/24,,Aruba Network
1213,VCA Morris Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,,,"10.58.176.0/24
Voice VLAN 400 - 10.58.177.0/24",,Aruba Network
1214,VCA Palm Beach Veterinary Specialists,"Configure/VeloCloud SD-WAN with Redundant VC 620s w/4G (Comcast 250M/25M, Secondary AT&T ABF 100M/100M, Tertiary AT&T DSL 75M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.76,,"10.58.178.0/24
Voice VLAN 400 - 10.58.179.0/24
VSAN 10.58.179.0/24
Wireless VLAN 500 - 10.3.78.0/24",,"Aruba Network
Multi-VLAN VSAN"
1215,VCA Marshall Animal Hospital,"Configure/VeloCloud SD-WAN w/4G with VC 540 (City of Marshall Fiber 150M/150M, Secondary Wide Open West 60M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,Velocloud,,,10.2.3.48,,10.58.180.0/24,,Hospital Legacy LAN 192.168.2.0/24 using internet-only interface on VC
1217,VCA Care Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary On Order) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.32,,10.58.184.0/24,,
1218,VCA Indian Land Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comporium 750M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.38,,10.58.186.0/24,,
1219,VCA Continental Boarding & Doggie Daycare,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary AT&T DSL 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.56,,10.58.188.0/24,,
1220,VCA Mount Kisco Veterinary Clinic,"Configure/VeloCloud SD-WAN w/4G (Frontier FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,Velocloud,,,10.2.3.51,,"VLAN 200 - 10.58.190.0/24
Voice VLAN 400 - 10.58.191.0/24",,"Aruba Network
No local NS - NS in Mesa"
1221,VCA Terrell Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.55,,"Voice VLAN 200 - 10.58.192.0/24
VLAN 400 - 10.58.193.0/24",,
1222,VCA All Pets Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Cox 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.52,,10.58.194.0/24,,Aruba Network
1225,VCA Baywood Animal Hospital & Pet Resort,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.59,,"VLAN 200 ? 10.58.200.0/24
Voice VLAN 400 ? 10.58.201.0/24",,
1226,VCA Seguin Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary AT&T ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.49,,"VLAN 200 ? 10.58.202.0/24
Voice VLAN 400 ? 10.58.203.0/24",,Aruba Network
