"HOSPITAL
NUMBER",OPERATING NAME,SHORT NAME,ADDRESS,CITY,"ST/
PROV","POSTAL
CODE",COUNTRY,PHONE,FAX,BACKLINE,HM,MD,REG,"REGION
GROUP",COMPANY
789,VCA Pets Are People Too Roswell Animal Hospital,PAPT/Roswell,535 Sun Valley Dr.,Roswell,GA,30076,USA,1-770-993-3040,1-770-993-8298,1-770-993-5355,Matt Colon,Bonny Willhite,SE06,SE,US Hospitals
791,VCA Plymouth Animal Hospital and Pet Resort,Plymouth,100 Industrial Park Road,Plymouth,MA,02360,USA,1-508-746-4232,1-508-746-8601,1-508-746-3127,Michelle Tracey,James Lear,NE03,NE,US Hospitals
794,VCA College Hill Animal Hospital,College Hill,957 North Bend Road,Cincinnati,OH,45224,USA,1-513-681-9223,1-513-853-3744,,Nicole Burton,Joseph Smith,C07,CE,US Hospitals
796,VCA Central Park Animal Hospital,Central Park,10131 Cleary Blvd.,Plantation,FL,33324,USA,1-954-474-1400,1-954-474-1480,,Brittanny Ferguson,Peter Baumwell,SE04,SE,US Hospitals
799,VCA Madera Pet Hospital,Madera,5796 Paradise Drive,Corte Madera,CA,94925,USA,1-415-924-1271,1-415-924-6235,1-415-924-0523,Heather Papa,Laurie Lauster,NC02,NC,US Hospitals
801,VCA Northwest Veterinary Specialists,NWVS,16756 S.E. 82nd Drive,Clackamas,OR,97015,USA,1-503-656-3999,1-503-557-8672,1-503-723-4729,Phyllis Collins,Terry White,NWS01,NWH,US Hospitals
802,VCA Lilburn Animal Hospital,Lilburn,4985 Lawrenceville Highway,Lilburn,GA,30047,USA,1-770-921-6766,1-770-921-5470,1-770-925-2484,LeAnn Carter,Patricia Boudreau,SE05,SE,US Hospitals
804,VCA Swengel Animal Hospital,Swengel,6950 South East St.,Indianapolis,IN,46227,USA,1-317-786-7923,1-317-784-8137,1-317-786-7936,Beth Groves,Neal Villanueva,C02,CE,US Hospitals
805,VCA Animal Care Center of Sonoma County,Sonoma,6470 Redwood Drive,Rohnert Park,CA,94928,USA,1-707-584-4343,1-707-586-9042,,Tiffany Rovai,Michael Magne,NWS02,NWH,US Hospitals
806,VCA Old Canal Animal Hospital,Old Canal,49 East Main Street,Plainville,CT,06062,USA,1-860-747-2759,1-860-793-6019,1-860-747-8179,Jacob Ware,,NE04,NE,US Hospitals
807,VCA Bristol Animal Hospital,Bristol,865 Terryville Ave.,Bristol,CT,06010,USA,1-860-583-4641,1-860-583-1332,1-860-583-7615,Corey Chapin,Carrie Van De Stadt,NE04,NE,US Hospitals
808,VCA Cherry Bend Animal Hospital,Cherry Bend,10387 E. Cherry Bend Road,Traverse City,MI,49684,USA,1-231-922-0500,1-231-922-0161,1-231-922-3052,Julie Berry,,C09,CE,US Hospitals
809,VCA Green Animal Hospital,Green,1620 Corporate Woods Circle,Uniontown,OH,44685,USA,1-330-896-4040,1-330-896-4055,1-330-896-4045,Cassandra Grizer,Joanna Nortmann,C05,CE,US Hospitals
810,VCA St. Mary's Animal Hospital,St. Mary's,22261 Three Notch Road,Lexington Park,MD,20653,USA,1-301-862-2441,1-301-862-5745,1-301-863-6651,Susie Clements,Kirk Forrest,MA01,MA,US Hospitals
811,VCA Mainland Animal Hospital,Mainland,3015 Palmer Highway,Texas City,TX,77590,USA,1-409-948-8401,1-409-948-4820,1-409-948-0591,Roscoe Stansel,Amber Cappadona,MSW03,MSW,US Hospitals
812,VCA American River Animal Hospital,American River,9391 Greenback Lane,Orangevale,CA,95662,USA,1-916-988-1721,1-916-988-0317,,Julia Narvaez,David Herman,NC04,NC,US Hospitals
813,VCA Herndon-Reston Animal Hospital,Herndon-Reston,500 Elden Street,Herndon,VA,20170-4795,USA,1-703-437-5655,1-703-437-9238,1-703-471-1413,Denise Shifflett,Lauren Thigpen,MA04,MA,US Hospitals
817,VCA Animal Care Center of Mt. Juliet,Mt. Juliet,2701 N. Mt. Juliet Road,Mt. Juliet,TN,37122,USA,1-615-754-7387,1-615-758-8430,,Brett Martin,Sarah Mckenzie,SE06,SE,US Hospitals
820,VCA Wakulla Animal Hospital,Wakulla,2571 Crawfordville Hwy.,Crawfordville,FL,32327,USA,1-850-926-7153,1-850-926-4776,1-850-926-3068,Karol Sheppard,Sammie Hughes,SE07,SE,US Hospitals
821,VCA Redwood Animal Hospital,Redwood,16390 N.E. 87th Street,Redmond,WA,98052-3503,USA,1-425-885-6666,1-425-869-0341,,Jika Martinez,Karen West,NW01,NWH,US Hospitals
822,VCA Smoketown Animal Hospital,Smoketown,2497 Old Philadelphia Pike,Lancaster,PA,17602,USA,1-717-394-5542,1-717-394-4527,1-717-394-1651,Jennifer Hufnagle,,MA03,MA,US Hospitals
823,VCA Bridgeport Animal Hospital,Bridgeport,1251 Ranck Mill Road,Lancaster,PA,17602-2523,USA,1-717-393-9074,1-717-393-6619,1-717-431-3901,Stefanie Zimmerman,John Hall,MA03,MA,US Hospitals
826,VCA Povar Animal Hospital,Povar,15 First Street,East Providence,RI,02914,USA,1-401-434-0106,1-401-434-6233,,Donna Rankin,Jee Yon Pyun,NE03,NE,US Hospitals
827,VCA Manito Animal Hospital,Manito,2304 E. 57th Avenue,Spokane,WA,99223,USA,1-509-448-1444,1-509-448-5501,1-509-448-3102,Taryn Lambert,Cynthia Thomas-Purvis,NW06,NWH,US Hospitals
829,VCA Bloomington Animal Hospital,Bloomington,8830 Lyndale Avenue South,Bloomington,MN,55420,USA,1-952-884-3228,1-952-884-7357,1-952-703-8953,Becky Simdars,Jean Geske,C03,CE,US Hospitals
830,VCA Noah's Place Animal Medical Center,Noah's Place,2050 62nd Avenue North,St. Petersburg,FL,33702,USA,1-727-522-6640,1-727-525-6327,,Yolanda Maqsoud,,SE07,SE,US Hospitals
831,VCA Braelinn Village Animal Hospital,Braelinn Village,1130 Crosstown Court,Peachtree City,GA,30269,USA,1-770-486-0077,1-770-486-0052,,Ashley Wilson,Brian Mann,SE05,SE,US Hospitals
832,VCA Town and Country Animal Hospital,Town and Country,"8414 4th Street, N.W.",Albuquerque,NM,87114-1019,USA,1-505-897-8200,1-505-897-3757,1-505-897-8201,Javier Arguello,Hannah Leonard,SW02,SW,US Hospitals
833,VCA Orange City Animal Hospital,Orange City,1220 South Volusia Avenue,Orange City,FL,32763,USA,1-386-775-3735,1-386-775-6984,1-386-775-9495,Diane Gural,Christopher Taylor,SE07,SE,US Hospitals
834,VCA Duncan Manor Animal Hospital,Duncan Manor,1720 Ferguson Road,Allison Park,PA,15101,USA,1-412-366-7374,1-412-366-7416,1-412-366-7341,Ksenia Tkachenko,John Tuttle,C05,CE,US Hospitals
835,VCA Old Marple Animal Hospital,Old Marple,820 West Springfield Road,Springfield,PA,19064,USA,1-610-328-1300,1-610-328-4409,,Terry Turck,Robert Lawrie,MA01,MA,US Hospitals
836,VCA Pahle Animal Hospital,Pahle,10827 West Oklahoma Avenue,West Allis,WI,53227,USA,1-414-541-6440,1-414-541-3005,,Gail Pipke,Keven Schepp,C03,CE,US Hospitals
837,VCA Wickaboag Animal Hospital,Wickaboag,138 West Main Street,West Brookfield,MA,01585,USA,1-508-867-9894,1-508-867-8905,1-508-867-7213,Sarah Orciuolo,,NE01,NE,US Hospitals
838,VCA Atwood Animal Hospital,Atwood,342 Atwood Avenue,Cranston,RI,02920,USA,1-401-942-7360,1-401-942-7408,1-401-943-8330,Melissa Bauman,Julia Rando,NE03,NE,US Hospitals
839,VCA University Animal Hospital,University/TX,5501 West Lovers Lane,Dallas,TX,75209,USA,1-214-357-5501,1-214-357-7677,,Niki Flores,Cindy Echevarria,SW01,SW,US Hospitals
842,VCA Firehouse Animal Hospital,Firehouse,"1038 E 6th Ave, Unit B",Denver,CO,80218,USA,1-303-733-2226,1-303-733-4442,,Alisha Howard,Cassie Todd,MSW01,MSW,US Hospitals
843,VCA Orchard Animal Hospital,Orchard,5930 S. Holly Street,Greenwood Village,CO,80111-4221,USA,1-303-689-9500,1-303-689-9102,,Kim Bunker,Katherine Kerr,MSW01,MSW,US Hospitals
844,VCA Park Hill Animal Hospital,Park Hill,5304 East Colfax Avenue,Denver,CO,80220,USA,1-303-830-7387,1-303-830-6730,,Sara Glancy,Jennifer Garner-Hein,MSW01,MSW,US Hospitals
845,VCA Dakota Ridge Animal Hospital,Dakota Ridge,12255 West Bowles Avenue,Littleton,CO,80127,USA,1-303-973-0442,1-303-973-0362,,Leah Shelton,Christa Mele,MSW01,MSW,US Hospitals
846,VCA Littleton Animal Hospital,Littleton,"2640 W. Belleview Avenue, Suite 200",Littleton,CO,80123,USA,1-303-794-5574,1-303-794-4107,,Pamela Wilson,,MSW01,MSW,US Hospitals
847,VCA Thornton Animal Hospital,Thornton,3555 East 104th Avenue,Thornton,CO,80233,USA,1-303-452-8704,1-303-452-8931,,Amy Kennedy,Peter Detolve,MSW01,MSW,US Hospitals
848,VCA Bay Area Veterinary Specialists & Emergency Hospital,Bay Area Vet Specialists,14790 Washington Ave.,San Leandro,CA,94578,USA,1-510-483-7387,1-510-483-7389,,Evan Hendrickson,Emily Kupprion,NWS02,NWH,US Hospitals
849,VCA Lawrence Animal Hospital,Lawrence,771 Lawrence Expressway,Santa Clara,CA,95051,USA,1-408-296-3300,1-408-296-1763,1-408-296-1184,Andre Gallon,Alison Markowitz,NC03,NC,US Hospitals
850,VCA Palo Alto Animal Hospital,Palo Alto,3944 El Camino Real,Palo Alto,CA,94306,USA,1-650-493-4233,1-650-493-1561,1-650-493-7004,Jennifer Perry,Joanne Smith,NC01,NC,US Hospitals
851,VCA Bascom Animal Hospital,Bascom,2175 S. Bascom Ave.,Campbell,CA,95008,USA,1-408-371-5630,1-408-371-5697,1-408-371-0652,Dustin Duits-Chapman,Rachel Rowen,NC03,NC,US Hospitals
852,VCA All About Pets Animal Hospital,All About Pets/CA,34664 Alvarado Niles Rd.,Union City,CA,94587,USA,1-510-475-7387,1-510-475-5541,1-510-475-1447,Jennifer Perry,Hiroko Hata,NC01,NC,US Hospitals
853,VCA Valley Animal Medical Center & Emergency Hospital,Valley Animal Medical,46920 Jefferson Street,Indio,CA,92201,USA,1-760-342-4711,1-760-342-2651,,Annette Lara,Arthur Klomhaus,SC05,SC,US Hospitals
854,VCA Yucca Valley Animal Hospital,Yucca Valley,57185 29 Palms Highway,Yucca Valley,CA,92284,USA,1-760-365-0641,1-760-365-3300,1-760-365-9293,Susan Johnson,Bethan Nitzsche,SC05,SC,US Hospitals
855,VCA All Creatures Animal Hospital,All Creatures/CA,78267 Highway 111,La Quinta,CA,92253,USA,1-760-564-1154,1-760-564-7910,1-760-564-5497,Andrea Baca,Kevin Fenton,SC05,SC,US Hospitals
857,VCA 29 Palms Animal Hospital,29 Palms,70513 29 Palms Highway,29 Palms,CA,92277,USA,1-760-367-9511,1-760-367-2092,1-760-361-3236,Jennifer Baker,Stephen Davis,SC05,SC,US Hospitals
860,VCA Brentwood Animal Hospital,Brentwood,11718 Olympic Blvd.,West Los Angeles,CA,90064,USA,1-310-473-0957,1-310-473-7228,1-310-478-7863,Tania Braun,Richard Martin,SC06,SC,US Hospitals
861,VCA Adler Animal Hospital and Pet Resort,Adler,16911 Roscoe Blvd.,North Hills,CA,91343,USA,1-818-893-6366,1-818-894-4310,1-818-893-6367,Melissa Zeal,Craig Adler,SC01,SC,US Hospitals
863,VCA California Oaks Animal Hospital,California Oaks,"40575 California Oaks Road, Suite D7",Murrieta,CA,92562,USA,1-951-698-8919,1-951-698-4582,1-951-698-4580,Sandra Sisko,James Wentzel,SW08,SW,US Hospitals
864,VCA Bradshaw Animal Hospital,Bradshaw,9609 Bradshaw Rd.,Elk Grove,CA,95624,USA,1-916-685-2494,1-916-685-8351,,Julie Hughes,Michael Saksen,NC05,NC,US Hospitals
866,VCA Yuba Sutter Animal Hospital,Yuba Sutter,1368 Colusa Highway,Yuba City,CA,95993,USA,1-530-673-8853,1-530-673-9033,,Brandi Tucker,Cassandra Kachulis,NC04,NC,US Hospitals
867,VCA Bonita Animal Hospital,Bonita,3438 Bonita Rd.,Chula Vista,CA,91910,USA,1-619-427-2233,1-619-425-7262,1-619-427-2881,Nichole Jackson,Erin Mcneill,SW08,SW,US Hospitals
868,VCA Animal Specialty Group,Animal Specialty/CA,"5610 Kearny Mesa Rd., Suite B",San Diego,CA,92111,USA,1-858-560-8006,1-858-560-0206,1-858-560-6123,Sonni Nevarez,Michael Geist,SCS04,SC,US Hospitals
871,VCA San Francisco Veterinary Specialists,SFVS,600 Alabama Street,San Francisco,CA,94110,USA,1-415-401-9200,1-415-401-9201,,Terri Jones,Craig Maretzki,NWS02,NWH,US Hospitals
872,VCA Catoosa Animal Hospital,Catoosa,3150 Boynton Drive,Ringgold,GA,30736,USA,1-706-937-4171,1-706-937-2210,1-706-937-2728,Heather Harris,Jason Collins,SE06,SE,US Hospitals
873,VCA Southwick Animal Hospital,Southwick,498 College Highway,Southwick,MA,01077,USA,1-413-569-3866,1-413-569-0791,1-413-569-1609,Melissa Ginsburg,,NE02,NE,US Hospitals
875,VCA Westside Animal Hospital,Westside/Santa Rosa,900 Fresno Avenue,Santa Rosa,CA,95407,USA,1-707-545-1622,1-707-545-2652,1-707-545-1366,Barbara Templin,Rachel Castellanos,NC02,NC,US Hospitals
876,VCA Carrollton Animal Hospital,Carrollton,501 Clifton Terrace,Carrollton,GA,30117,USA,1-770-834-6671,1-770-832-8145,1-770-834-2595,Mary Kassars,Heather Haslam,SE05,SE,US Hospitals
877,VCA Welborn Animal Hospital,Welborn,7860 Washington Ave.,Kansas City,KS,66112,USA,1-913-334-6770,1-913-334-0306,1-913-334-1027,Molly Mcbratney,Marcia Buzhardt,C06,CE,US Hospitals
878,VCA Alexandria Animal Hospital,Alexandria,2660 Duke Street,Alexandria,VA,22314,USA,1-703-751-2022,1-703-370-8049,,Karen Bates,Rena Allen,MA04,MA,US Hospitals
879,VCA Love Field Animal Hospital,Love Field,6550 Lemmon Avenue,Dallas,TX,75209,USA,1-214-357-0348,1-214-350-9396,1-214-357-0681,Michelle Jacobson,Kevin Sinapi,SW01,SW,US Hospitals
880,VCA Northview Animal Hospital Specialty Referral Center,Northview,223 Siebert Road,Pittsburgh,PA,15237,USA,1-412-364-5353,1-412-364-5374,,Heather Pappas,Deanna Purvis,CS04,CE,US Hospitals
882,VCA Riverside Veterinary Hospital,Riverside,201 North Main Street,Boscawen,NH,03303,USA,1-603-753-9834,1-603-753-9839,1-603-753-4063,Shannon Winn,Michael Vetter,NE02,NE,US Hospitals
884,VCA Woodland Animal Hospital,Kentwood,3166 29th Street SE,Kentwood,MI,49512,USA,1-616-942-6780,1-616-942-0477,,Alicia Reynhout,Christine West,C09,CE,US Hospitals
885,VCA Buckhead Animal Hospital,Buckhead,1911 Piedmont Circle NE,Atlanta,GA,30324,USA,1-404-873-3771,1-404-873-3718,1-404-873-3718,Melinda Inestroza,Nina Anderson,SE05,SE,US Hospitals
886,VCA Angel Animal Hospital,Angel/TX,3041 Long Prairie Road,Flower Mound,TX,75022,USA,1-972-539-1800,1-972-539-0986,,Kassandra Spencer,Valarie Romo,SW01,SW,US Hospitals
887,VCA Peachtree Animal Hospital,Peachtree/GA,4839 Peachtree Road,Chamblee,GA,30341,USA,1-770-457-2591,1-770-455-8009,1-770-457-1446,Ciara Tidwell,Angela Ford,SE05,SE,US Hospitals
888,VCA Iselin Animal Hospital,Iselin,450 Route 27,Iselin,NJ,08830,USA,1-732-283-2110,1-732-283-1902,1-723-283-2286,Cheryl Clapper,Rachel Alipui,NE07,NE,US Hospitals
889,VCA TLC Animal Hospital,TLC,8725 Santa Monica Boulevard,West Hollywood,CA,90069,USA,1-310-859-4852,1-310-289-8552,,Brenda Diaz,Mark Hiebert,SC02,SC,US Hospitals
890,VCA Los Angeles Veterinary Specialists,LAVS,8723 Santa Monica Boulevard,West Hollywood,CA,90069,USA,1-310-659-5287,1-310-289-7802,,Brenda Diaz,David Feldman,SCS02,SC,US Hospitals
892,VCA York Royalton Animal Hospital,York Royalton,8029 York Road,North Royalton,OH,44133,USA,1-440-582-0600,1-440-237-4421,1-440-582-0601,Kristine Roby,Kelly Sasak,C05,CE,US Hospitals
893,Katonah Bedford Veterinary Center,Katonah,546 N. Bedford Rd. (Route 117),Bedford Hills,NY,10507,USA,1-914-241-7700,1-914-241-7708,,Lesa Cash,Joyce Wagner,NES01,NE,US Hospitals
894,Veterinary Referral & Emergency Center of Westbury,VREC/Westbury,609-5 Cantiague Rock Road,Westbury,NY,11590,USA,1-516-420-0000,1-516-420-0122,,Patricia Orlando,Susan Kimmel Ortiz,NES01,NE,US Hospitals
896,VCA SouthPaws Veterinary Specialists & Emergency,SouthPaws,8500 Arlington Boulevard,Fairfax,VA,22031,USA,1-703-752-9100,1-703-752-9200,,Tom Saunders,Sarah Sheafor,MAS01,MA,US Hospitals
897,VCA Animal Specialty Center of South Carolina,South Carolina,3912 Fernandina Road,Columbia,SC,29210,USA,1-803-798-0803,1-803-798-7916,,April Rees,,SES01,SE,US Hospitals
898,VCA Stoney Creek Animal Hospital,Stoney Creek,626 W. Mallard Creek Ch. Rd.,Charlotte,NC,28262,USA,1-704-717-0616,1-704-717-8735,,Lynn Wingard,Michael Hayden,SE01,SE,US Hospitals
899,VCA Arboretum View Animal Hospital,Arboretum,2551 Warrenville Road,Downers Grove,IL,60515,USA,1-630-963-0424,1-630-963-0537,,Amanda Rico,,CS04,CE,US Hospitals
900,VCA Great Lakes Veterinary Specialists,Great Lakes,4760 Richmond Road,Warrensville Heights,OH,44128,USA,1-216-831-6789,1-216-831-4653,,Brandi Luzader,Sara Irom,CS04,CE,US Hospitals
903,VCA Cairo Animal Hospital,Cairo,1170 Park Avenue West,Highland Park,IL,60035,USA,1-847-432-0157,1-847-432-9157,1-847-432-2531,Brittany Rogers,Steven Cairo,C06,CE,US Hospitals
904,VCA Pacific Petcare Animal Hospital,Pacific Petcare,"12720 Carmel Country Road, Suite 100",San Diego,CA,92130,USA,1-858-481-1101,1-858-481-6934,,Mari Quinn,Karen Soares,SW08,SW,US Hospitals
905,VCA Kickingbird Animal Hospital,Kickingbird,421 N. Bryant Ave,Edmond,OK,73034,USA,1-405-348-7387,1-405-348-7674,,Emily Zabrecky,Tracei Holder,SW07,SW,US Hospitals
908,VCA New Kent Animal Hospital,New Kent,2955 Pocahontas Trail,Quinton,VA,23141,USA,1-804-932-9170,1-804-932-3193,1-804-932-4286,Christopher Stefanac,Mary Brown,MA05,MA,US Hospitals
909,VCA Sugar Grove Animal Hospital,Sugar Grove,5043 Bancroft Lane,Greenwood,IN,46142,USA,1-317-889-0500,1-317-889-5325,1-317-889-5312,Anjelica Reeves,David Lee,C02,CE,US Hospitals
910,VCA Findlay Animal Hospital,Findlay,2141 Bright Road,Findlay,OH,45840,USA,1-419-423-7232,1-419-423-1215,,Annette Augsburger,David Calland,C07,CE,US Hospitals
911,VCA Findlay Animal Care Center,Findlay ACC,1614 West Main Cross Street,Findlay,OH,45840,USA,1-419-423-4445,1-419-423-4274,,Annette Augsburger,Heidi Hass,C07,CE,US Hospitals
914,VCA Appalachian Animal Hospital,Appalachian,125 Mulberry Street,East Ellijay,GA,30540,USA,1-706-635-7357,1-706-635-7358,,Tonya Findley,,SE06,SE,US Hospitals
915,VCA Maple Shade Animal Hospital,Maple Shade,845 East Main St.,Maple Shade,NJ,08052,USA,1-856-779-8818,1-856-321-0268,,Amanda Pierce,Patrice Celano,NE07,NE,US Hospitals
916,VCA Charles Towne Animal Hospital,Charles Towne,850 Savannah Highway,Charleston,SC,29407,USA,1-843-571-4291,1-843-763-7350,,Heather Marlowe,Janet Mckim,SE01,SE,US Hospitals
917,VCA Tender Care Animal Hospital,Tender Care,1569 Fourth Street,San Rafael,CA,94901,USA,1-415-454-4994,1-415-721-2420,,Maya Donnelly,Rachel Griffith,NC02,NC,US Hospitals
920,VCA Waipahu Animal Hospital,Waipahu,"94-810 Moloalo Street, Ste 115",Waipahu,HI,96797,USA,1-808-671-1751,1-808-677-2119,,Brandi-lee Contemplo,Beth Kinoshita,H01,NWH,US Hospitals
921,VCA Kapolei Animal Hospital,Kapolei,"91-579 Farrington Highway, #105",Kapolei,HI,96707,USA,1-808-674-9643,1-808-674-8882,,Likolehualani Propios,,H01,NWH,US Hospitals
923,VCA Peachtree Animal Hospital,Peachtree/MD,18620 Darnestown Road,Beallsville,MD,20839,USA,1-301-972-7010,1-301-349-2181,,Tim Hartley,Melinda Spaar Weiss,MA04,MA,US Hospitals
924,VCA Rock Creek Animal Hospital,Rock Creek/OR,1445 NW 185th Avenue,Aloha,OR,97006,USA,1-503-645-4458,1-503-690-1903,,Pam Saunders,Christine Brennan,NW04,NWH,US Hospitals
926,Bay Ridge Animal Hospital,Bay Ridge,6803 5th Avenue,Brooklyn,NY,11220,USA,1-718-748-1047,1-718-680-8969,,Pheona Grant,Emma Williford,NE06,NE,US Hospitals
927,VCA Charles E. London Animal Hospital,London,2129 South Queen Street,York,PA,17403,USA,1-717-854-1544,1-717-854-1121,,Cynthia Eckenrode,Suzanne Steeley,MA03,MA,US Hospitals
928,VCA Stoney Creek Animal Hospital,Stoney Creek/IN,"14660 Herriman Blvd., Suite 800",Noblesville,IN,46060,USA,1-317-770-0399,1-317-770-0762,,Sherri Freeman,,C02,CE,US Hospitals
929,Commack Animal Hospital,Commack,3095 E. Jericho Turnpike,East Northport,NY,11731,USA,1-631-499-6622,1-631-499-1082,,Wendy Torres,Gary Koslow,NE05,NE,US Hospitals
930,VCA Augustine Loretto Animal Hospital,Augustine Loretto,11359 Old St Augustine Rd,Jacksonville,FL,32258,USA,1-904-262-4553,1-904-262-4002,,Sandra Bradley,Elizabeth Massey,SE07,SE,US Hospitals
931,VCA AVH Animal Hospital,AVH,1027 Blue Valley Drive,Pen Argyl,PA,18072,USA,1-610-863-7111,1-610-863-8789,,Elle Mcclary,Douglas Payne,MA02,MA,US Hospitals
932,VCA Commonwealth Animal Hospital,Commonwealth,10860 Main Street,Fairfax,VA,22030,USA,1-703-273-8183,1-703-273-7582,,Candice Bhatia,Jessica Lowe,MA04,MA,US Hospitals
933,Jericho Animal Hospital,Jericho,360 West Jericho Turnpike,Syosset,NY,11791,USA,1-516-938-4106,1-516-938-4830,,Danielle Werner,,NE05,NE,US Hospitals
935,VCA Loomis Basin Veterinary Clinic,Loomis Basin,"3901 Sierra College Blvd., PO Box 23",Loomis,CA,95650,USA,1-916-652-5816,1-916-652-5975,,Sasha Reid,Peter Vellutini,NCS02,NC,US Hospitals
937,VCA Ragland & Riley Animal Hospital,Ragland & Riley,3207 Cookeville Hwy,Livingston,TN,38570,USA,1-931-498-3153,1-931-858-7828,,Judith Mccaskey,John Cobb,SE06,SE,US Hospitals
938,VCA Veterinary Specialists of the Valley,VS of the Valley,22123 Ventura Blvd.,Woodland Hills,CA,91364,USA,1-818-883-8387,1-818-436-4660,,Kristina Eifert,Debra Rackear,SCS01,SC,US Hospitals
939,VCA Pleasant Bay Animal Hospital,Pleasant Bay,9 Route 137,East Harwich,MA,02645,USA,1-508-432-5500,1-508-432-8165,,Corey Hammer Lindholm,James Coleman,NE03,NE,US Hospitals
940,VCA Centennial Valley Animal Hospital,Centennial Valley,259 Century Circle,Louisville,CO,80027,USA,1-303-666-9363,1-303-666-0401,,Sammie Lowe,Virginia Rickford,MSW01,MSW,US Hospitals
941,VCA Advanced Care Animal Hospital,Advanced Care,3000 Highway 121,Bedford,TX,76021,USA,1-817-267-4672,1-817-685-8050,,Carrie Gaertig,Cassandra Erickson,SW01,SW,US Hospitals
943,VCA Imperial Point Animal Hospital,Imperial Point,1574 E. Commercial Blvd,Ft. Lauderdale,FL,33334,USA,1-954-771-0156,1-954-771-0184,,Dorothy Romero,Gary Clarke,SE04,SE,US Hospitals
945,VCA Met Vet West Animal Hospital,Met Vet West,5309 Campbells Run Road,Pittsburgh,PA,15205,USA,1-412-788-6400,1-412-788-6622,,Jessie D'Angelo,Michele Pietrzak,C05,CE,US Hospitals
947,VCA North Portland Veterinary Hospital,North Portland,3000 N Lombard Street,Portland,OR,97217,USA,1-503-285-0462,1-503-285-7316,,Erick Banks,,NW04,NWH,US Hospitals
948,VCA North Main Street Veterinary Clinic,North Main Street,1116 North Main Street,Brockton,MA,02301,USA,1-508-584-1476,1-508-584-3046,,Sunni Willis,Lorene Bauernschmidt,NE03,NE,US Hospitals
949,VCA Seaside Animal Hospital,Seaside,9256 Beach Drive (Highway 179),Calabash,NC,28467,USA,1-910-579-5550,1-910-579-1671,,Sabrina Hoadley,Eliza Roland,SE01,SE,US Hospitals
951,VCA Foothill Veterinary Hospital,Foothill,2204 E. Foothill Blvd,Pasadena,CA,91107,USA,1-626-792-1187,1-626-792-5627,1-626-792-3050,Trina Sutton,,SC02,SC,US Hospitals
952,VCA Northside Animal Hospital,Northside/CA,939 West 40th Street,San Bernardino,CA,92407,USA,1-909-883-0994,1-909-881-3608,,Marcy Lewkiw,Nicole Ann Bogh,SC05,SC,US Hospitals
953,VCA Feline Medical Center,Feline,"4792 Caughlin Parkway, Suite 209-210",Reno,NV,89519,USA,1-775-829-0969,1-775-824-2030,1-775-824-2021,Kelly Davis,Scott Thompson,MSW02,MSW,US Hospitals
954,VCA Wellington Animal Hospital,Wellington/PA,3921 Miller Road,Newtown Square,PA,19073,USA,1-610-886-1234,1-610-886-1235,,Lynia Dixon,,MA01,MA,US Hospitals
957,The Barkley Pet Hotel and Day Spa,Barkley Hotel,31166 Via Colinas,Westlake Village,CA,91362,USA,1-818-889-2275,1-818-851-3820,,Jennifer Hammervold-Chung,,SC07,SC,US Hospitals
958,VCA Westlake Village Animal Hospital,Westlake Village,31166 Via Colinas,Westlake Village,CA,91362,USA,1-805-497-4900,1-805-497-4884,,Jennifer Hammervold-Chung,Steven Rosenstein,SC01,SC,US Hospitals
959,VCA Eads Animal Hospital,Eads,3210 Cypress Ridge Drive,Eads,TN,38028,USA,1-901-867-7387,1-901-867-7388,,Pennie Anderson,Timothy Montague,SE06,SE,US Hospitals
960,VCA Fairleigh Animal Hospital,Fairleigh,1212 Bardstown Road,Louisville,KY,40204,USA,1-502-451-6655,1-502-458-4827,,Todd Kuvin,Meredith Hope,C07,CE,US Hospitals
961,VCA Lakeside Animal Hospital,Lakeside/TX,7817 Jacksboro Hwy,Fort Worth,TX,76135,USA,1-817-237-1267,1-817-237-4739,,Tara Stephens,Keith Sultemeier,SW01,SW,US Hospitals
962,VCA Terrell Mill Animal Hospital,Terrell Mill,1315 Powers Ferry Rd. SE,Marietta,GA,30067,USA,1-770-952-9300,1-770-952-1827,,Stephanie St Pierre,Timbrala Marshall,SE05,SE,US Hospitals
965,VCA Care Specialty and Emergency Animal Hospital,Care Animal,301 East Haley St,Santa Barbara,CA,93101,USA,1-805-899-2273,1-805-963-0070,,Jared Lyons,Virginia Frauenthal,SCS03,SC,US Hospitals
966,VCA Advanced Veterinary Care Center,AVCC/CA,15926 Hawthorne Blvd,Lawndale,CA,90260,USA,1-310-542-8018,1-310-542-8098,,Richard San Mateo,Heather Elliott,SCS03,SC,US Hospitals
967,VCA AVCC-Orange County,AVCC/OC,3021 Edinger Blvd,Tustin,CA,92780,USA,1-949-559-0133,1-949-559-0136,,Richard San Mateo,,SCS03,SC,US Hospitals
968,VCA AVCC-Valley,AVCC/WH,22123 Ventura Blvd,Woodland Hills,CA,91364,USA,1-818-436-4630,1-818-436-4631,,Richard San Mateo,,SCS03,SC,US Hospitals
969,VCA Acacia Animal Hospital and Pet Resort,Acacia,655 W. Citracado Parkway,Escondido,CA,92025,USA,1-760-745-8115,1-760-745-7814,1-760-466-1348,Carol Chaney,Carmine Bausone,SW08,SW,US Hospitals
